id,task_1,task_2
bae8ca56-1bd80e44,no-satire,no-satire
91c475bd-48dbdb0e,no-satire,no-satire
1394bf79-5411914c,no-satire,no-satire
5c1f5f61-cdeaa94e,no-satire,no-satire
35ebe755-9ac8900f,no-satire,no-satire
8ef133cf-7fc69ebe,satire,satire
590e4d2a-115a6e25,no-satire,no-satire
efb42436-2c9ce194,no-satire,no-satire
666b1c4d-9bab2bbf,no-satire,no-satire
7f4b2714-419cdead,no-satire,no-satire
431eedf9-765b940f,no-satire,no-satire
3f599389-bf97ab7d,no-satire,no-satire
742adb46-d8a91a2b,no-satire,no-satire
f442ed8e-8df69772,satire,satire
cff8bd89-b22a690b,satire,satire
4978b1f9-f82357d7,satire,satire
01aca921-40ac9b9c,no-satire,no-satire
b84def90-e305af7f,no-satire,no-satire
2785944d-bef37c64,no-satire,no-satire
73fcc33a-9efacad0,no-satire,no-satire
7456953d-f0a37e34,satire,satire
ceb01d9c-5c261c0f,satire,satire
8f3c6c96-cf14fafd,satire,satire
84ba1df9-202d1c4e,no-satire,no-satire
c08eb24a-2e6bc957,no-satire,no-satire
e197a614-261ae759,satire,satire
f5c30ca7-3dd729ab,no-satire,no-satire
7f254772-0ec29a68,satire,satire
57454d2c-e405d0f2,no-satire,no-satire
dddf3d0f-d8fbe1d3,no-satire,no-satire
a101b0e1-d651391e,no-satire,no-satire
c9bab3de-811b8ac5,no-satire,no-satire
896bdf7a-3ec1bbae,satire,satire
50e2e561-865375d9,satire,satire
c4a8672c-9ae06cd1,satire,satire
a718d040-fe35e4d9,no-satire,no-satire
2412c03d-1cb6080a,no-satire,no-satire
91a324e9-d8e87b28,no-satire,no-satire
55e6a571-f2c07bd0,no-satire,no-satire
edea6231-8b6a1199,satire,satire
fc7cb3a6-7248aa5d,no-satire,no-satire
afbbaaf4-50c3b203,no-satire,no-satire
16ccf6d3-c870d7d2,no-satire,no-satire
a1e95160-9d96d989,no-satire,no-satire
801a231f-778ff3a4,satire,satire
0df5e30b-5015f276,no-satire,no-satire
7828d6d8-d47a9af1,satire,satire
632e3c6b-5d91aabe,no-satire,no-satire
6f521ef4-caf688d0,no-satire,no-satire
b27ac684-536c1e82,no-satire,no-satire
2670bc34-4e4658cd,no-satire,no-satire
301f6faa-fb5ddd01,satire,satire
672d2012-2e5bf114,satire,satire
5c7a5334-1e4f6ff1,no-satire,no-satire
8511760e-64db6244,satire,satire
73d48689-f86d4d15,no-satire,no-satire
8444dcff-e71f6208,satire,satire
7b4d07db-fcdf4c54,satire,satire
e1168adc-c751eae0,satire,satire
20277054-e5c74973,satire,satire
3ed4cd8f-06e66c79,no-satire,no-satire
5cbd06ae-a00fc53a,satire,satire
96263853-971305c6,no-satire,no-satire
5f1a9442-f1fb3d60,no-satire,no-satire
3ca15ec4-41ed00e7,satire,satire
ac3e3c4c-7b3d198c,satire,satire
3a8db32f-7b21d6d4,no-satire,no-satire
1e73d694-7f4722d1,satire,satire
33e168fa-e2e68165,no-satire,no-satire
86d98151-b8dcf725,satire,satire
73a17fe0-d8f14f0a,no-satire,no-satire
a375a0c8-383dc064,satire,satire
81cdc19c-e3e60fc0,satire,satire
7356b1ff-fa7ee15a,no-satire,no-satire
c6f7760d-57d0bd08,no-satire,no-satire
99722328-88ae13b3,no-satire,no-satire
22f6e4fc-d0eb8d65,satire,satire
c4fa2725-59d4e17e,no-satire,no-satire
98649f7a-3eb31728,no-satire,no-satire
daad50a3-8c0d391f,no-satire,no-satire
4a9adbfa-2b8c6930,no-satire,no-satire
bfc6cff4-6305a920,satire,satire
3d4ef743-e24bd3db,satire,satire
8c04e805-b0c13905,satire,satire
899f6ab3-2b77aba0,satire,satire
8681452a-09fb9d9b,satire,satire
c7ede292-3cd87b43,no-satire,no-satire
e099dbfd-626f55ad,satire,satire
46c13972-790faf14,no-satire,no-satire
c5ad4f22-e41943a3,satire,satire
d3402cc4-18330276,no-satire,no-satire
780bd89e-fc406b59,satire,satire
81017546-1545a732,satire,satire
c40d308e-f09c758c,satire,satire
63e341e1-b63c548d,satire,satire
664164c8-e6e1ffb1,satire,satire
9f22a6dd-7c9905b6,satire,satire
aab784fb-1a67b4fd,satire,satire
b87e26dc-d8048693,no-satire,no-satire
66e395f1-87a04027,no-satire,no-satire
a5e5091e-1814475a,satire,satire
7a8f429b-e1d69882,satire,satire
ffd9e838-4ce8879d,satire,satire
7fc5cc49-214e0a92,satire,satire
cff59c0c-a8a6e393,satire,satire
e382eebb-9c2ca227,satire,satire
ea5afb9d-3665ecc0,satire,satire
7042249c-1c085486,no-satire,no-satire
9e6eaad1-23bd6472,satire,satire
f0fd39aa-9230a98e,no-satire,no-satire
d95b4f5c-2e64aab2,no-satire,no-satire
3d67fd8d-a3223366,no-satire,no-satire
986191de-d7359ba4,no-satire,no-satire
bc4043b6-cb32e235,no-satire,no-satire
6f3a141c-6e7545ce,no-satire,no-satire
3c53ebed-7d668c3a,satire,satire
31daaab9-63cfbef2,satire,satire
307cf625-0f3f5b57,satire,satire
23f22029-6c746c1a,no-satire,no-satire
8020ac20-4bf8e95c,satire,satire
9dff87e1-ed32544b,satire,satire
40cea5eb-cb067ba9,satire,satire
6cd89237-794f4f7d,satire,satire
9fbe0bdd-e32614ab,satire,satire
55baabe5-e3bf7d48,satire,satire
76642aed-9e8fd83c,satire,satire
5cae6e6b-106b6f0a,satire,satire
c816636a-418a99ba,no-satire,no-satire
e5f028ec-9696d63a,satire,satire
0b421e2d-4f165035,satire,satire
542b8cd8-8cd02c1c,satire,satire
42ec4176-c1baf65a,satire,satire
1d28748f-5066c2fd,no-satire,no-satire
86a7a445-df7482a7,no-satire,no-satire
10dcdf18-9787ee5c,satire,satire
3e125610-83177bef,satire,satire
957380b3-0eec470d,no-satire,no-satire
ec1c6a67-7557fcdd,satire,satire
b0617c24-791b8f10,no-satire,no-satire
6c679c5e-37d38acf,no-satire,no-satire
96b37d5c-4c22a06b,satire,satire
f1fe1431-c02541d1,satire,satire
77f5bb86-7ecbb97c,satire,satire
87611847-271e2bde,no-satire,no-satire
323ee92f-3679665f,satire,satire
1abd1f6f-fad43760,satire,satire
700830e1-863169be,satire,satire
448cbe27-4d3e3234,satire,satire
7da8d67f-3f3176b5,no-satire,no-satire
f01c596e-6216f72f,no-satire,no-satire
7808205c-cef424a8,no-satire,no-satire
9e7cc606-5199d855,no-satire,no-satire
8b3358e8-0b807985,no-satire,no-satire
a5f4914e-21655437,no-satire,no-satire
a533f5fa-934007f8,no-satire,no-satire
322c0a50-b7847345,no-satire,no-satire
87aea1be-6db07aa1,no-satire,no-satire
9861bcf5-57856efb,satire,satire
ba4b5d5b-eab99b4c,satire,satire
a18a6421-a0ed80dd,no-satire,no-satire
eaf59c4b-5bed95a3,satire,satire
2e3dd8b4-62c36391,no-satire,no-satire
8dbb10e3-2dfb126f,no-satire,no-satire
2f78e003-f82ce261,no-satire,no-satire
fc1aa893-ac0d98f5,no-satire,no-satire
dcb86801-87974dc1,no-satire,no-satire
e9ad3b07-86609e50,satire,satire
e4f89b2a-0285ee05,no-satire,no-satire
39c78323-28329831,satire,satire
a9dfa805-3a92f6c4,no-satire,no-satire
49dc21e5-6c6e024a,no-satire,no-satire
7533f12c-4b9efdc0,no-satire,no-satire
62e04b29-a3c70b60,no-satire,no-satire
52c40fa8-94c6b674,no-satire,no-satire
472bec2d-ce9af126,satire,satire
c3d37d2b-a5b9c25b,no-satire,no-satire
b276b65b-997e11c2,no-satire,no-satire
8ffb6d8e-ed637ea4,satire,satire
959f099b-04a24021,satire,satire
689422fb-3b7ffa7e,satire,satire
683539db-543cf676,satire,satire
3418b63b-7330a65a,no-satire,no-satire
14f0b2ef-10235171,satire,satire
4b744c5b-fa2c7277,satire,satire
cc56f5f3-0b0a9cef,satire,satire
3ce86316-da0f2977,satire,satire
1785b089-ea211e5c,no-satire,no-satire
087dac2f-0b2631ac,no-satire,no-satire
0d7130d5-de6f6966,satire,satire
ad525e88-fb670834,no-satire,no-satire
32fec400-ccb29b10,satire,satire
f4ceee97-dc94b405,no-satire,no-satire
97c87f9d-728438d1,no-satire,no-satire
b23cc0cc-091f02ee,satire,satire
aac9d5d3-aa941548,no-satire,no-satire
172d7e79-8066256a,no-satire,no-satire
c7db2f43-a28d4d3c,satire,satire
2b766391-65ae897d,satire,satire
d32fedd9-1c667a0a,no-satire,no-satire
1d25b66d-4e64f647,no-satire,no-satire
b0ac308e-d8bcfda5,satire,satire
f6a353b4-031e0f08,no-satire,no-satire
b9e87aea-adbd8bde,satire,satire
da878cb0-59a37572,satire,satire
77cd85aa-f2797683,satire,satire
65febd34-732783ef,satire,satire
caad40cb-8c490de8,no-satire,no-satire
ade449a4-805c574a,satire,satire
277a7b8e-01088a44,satire,satire
f8262cfa-e78d32bb,satire,satire
46861030-040a408c,satire,satire
4a7742d7-6d77f4b3,no-satire,no-satire
05b44119-79e5c134,satire,satire
cd7f7df8-10af90f7,no-satire,no-satire
6b922d81-6d442221,no-satire,no-satire
958239ac-3c385ada,no-satire,no-satire
fa223617-4c4e16a8,satire,satire
94b02e65-653aca34,satire,satire
d964579a-3244d61a,no-satire,no-satire
3c3a5f8d-70907a5c,satire,satire
2dcedb19-1f082bbf,no-satire,no-satire
bdc44c0c-4ac60cd4,satire,satire
3febb6dd-8e94d4c3,satire,satire
134b8e16-c77228d1,satire,satire
2093b985-fed86860,satire,satire
9b5b9d2e-c5e3bb76,no-satire,no-satire
31dcf18e-28bb2d6e,satire,satire
fb661c86-77fd245f,no-satire,no-satire
eabe788d-4dacdfcc,no-satire,no-satire
8ffcce4e-e1fde4c5,satire,satire
4223c0df-e0cad5e3,satire,satire
cd209f2f-722c593e,no-satire,no-satire
d1d6dccb-4ec577e9,no-satire,no-satire
c5091ec4-dfa72fb7,satire,satire
893bec09-ac78ee95,satire,satire
84eb3b94-fb4ccaf1,no-satire,no-satire
ceb332b0-d42925af,satire,satire
6028e31e-94be2806,no-satire,no-satire
f8386b79-273a1bf1,satire,satire
f492a021-32b917d5,no-satire,no-satire
4b9012e8-d502e34e,satire,satire
1cbab3dd-b54f352d,no-satire,no-satire
3a30d189-74b84c70,satire,satire
29bd1cad-6aec142c,satire,satire
81e4cc4b-644c694c,no-satire,no-satire
e87ae783-68c21e59,satire,satire
c5f89fc1-80466ac2,satire,satire
2b29666c-9330c1d9,no-satire,no-satire
cf741cfc-9240c8c6,satire,satire
aae82cd5-ca1c1003,satire,satire
f5d23fc8-755dc0b2,satire,satire
15c412db-6cf5bc53,satire,satire
620215ab-d5f40abd,no-satire,no-satire
b59d82a3-5ca139e3,satire,satire
eb85ee0a-c27805c7,satire,satire
7bf65eb8-3acd2891,no-satire,no-satire
85508bd5-b79962dd,no-satire,no-satire
9501ee34-8f93170d,no-satire,no-satire
93a192e0-e64ad66d,satire,satire
204091b8-f261e9ab,no-satire,no-satire
01bf6d18-ce78d930,satire,satire
0f2cc1c2-4389e31e,no-satire,no-satire
8c37d5fa-573ca944,no-satire,no-satire
bc2ff0c1-425e006f,no-satire,no-satire
f4055788-e92f9b26,no-satire,no-satire
cb1d1403-239f1fd0,no-satire,no-satire
4dd05c60-50e8c6c3,no-satire,no-satire
797bc30f-458f0f7d,no-satire,no-satire
4f5f2fb0-e7078dc0,satire,satire
1743463f-76522117,no-satire,no-satire
6174d579-0dcc3df0,no-satire,no-satire
ed62e62c-3e7f0911,satire,satire
7f24f90d-0e6f4044,no-satire,no-satire
cc822a83-4a2479d0,satire,satire
a6573124-a3e204ca,satire,satire
78b010d1-611323a6,satire,satire
4baddc3c-f451c1e5,satire,satire
e40fcb4f-9d1420ec,no-satire,no-satire
8b07bbb7-2053a262,satire,satire
2e8da66c-2e047546,no-satire,no-satire
0ad1e7fe-e49c41c2,satire,satire
086f746e-51cc15ad,no-satire,no-satire
0b39ce24-6eb2209e,no-satire,no-satire
05645b79-a2828bfd,no-satire,no-satire
8b4c1c2b-1c03d069,satire,satire
4ad77aa1-0cc1bf9d,satire,satire
116b4e47-7e2216e0,satire,satire
7ef41e73-4bac3228,no-satire,no-satire
0e3bc983-65ea9022,no-satire,no-satire
a96e201c-6c51ad88,no-satire,no-satire
62ae3a16-18625736,no-satire,no-satire
37e89bd1-e4f99969,satire,satire
adc78e64-48297d82,satire,satire
aed2f26a-6bdc24c4,satire,satire
31e390b5-8a4eb521,no-satire,no-satire
f01f261e-eebf5092,no-satire,no-satire
4177c82d-a9fe8132,no-satire,no-satire
bb7372f5-a88f2e86,satire,satire
935f71f1-f06e067c,no-satire,no-satire
c0a6d1aa-1c2bcc72,satire,satire
1ca99737-74e43d62,satire,satire
ef40f96a-7d2aeaca,no-satire,no-satire
bf1400e0-e458c02e,no-satire,no-satire
97d5fdef-21dcae6d,no-satire,no-satire
b5b3db33-68eb1fd2,no-satire,no-satire
7adbfd7b-b63d0700,satire,satire
5f03004f-25794381,no-satire,no-satire
01d14a92-9b897e4d,satire,satire
7ffd3af2-f1717f17,satire,satire
22e0f886-b31b7528,no-satire,no-satire
96dd521a-a1877018,no-satire,no-satire
452f4d35-008e0fc7,satire,satire
9a51b282-23720f8f,no-satire,no-satire
5490214b-1d33b67c,no-satire,no-satire
cdd2d45b-c9ec730d,no-satire,no-satire
ab336f45-f62576fa,no-satire,no-satire
4dfad70f-33dfa137,satire,satire
9353ef34-63de3bb4,satire,satire
42867b4e-6ed41c34,no-satire,no-satire
3e2e0ee8-2600e515,satire,satire
2962d547-d751d5d0,no-satire,no-satire
5e7a2792-7001b46c,satire,satire
eb5362bc-ab028de5,no-satire,no-satire
593ab533-ff30f89d,no-satire,no-satire
e6f009fe-6b791eef,no-satire,no-satire
79d10fe9-013f6896,no-satire,no-satire
ae34e54d-19eeea43,satire,satire
57853952-5138335c,no-satire,no-satire
712c2786-87b8447e,no-satire,no-satire
b6e0824c-d2fc91ee,no-satire,no-satire
d02ddb5d-b8415b9b,satire,satire
88724559-141e9c45,no-satire,no-satire
e3999073-e1504911,no-satire,no-satire
4ea59ec1-200d767f,no-satire,no-satire
fc09258b-ad283a79,no-satire,no-satire
b7ee3652-e1bb5e19,satire,satire
76cc452f-9ed9fcaa,no-satire,no-satire
e9b96d51-4ed37191,no-satire,no-satire
efa91e17-608dd5fd,satire,satire
585092c3-45e3b4f5,satire,satire
5a8722bf-ebeeb9f4,no-satire,no-satire
2b10d71b-747ff999,satire,satire
a2f8a246-d4817bb1,no-satire,no-satire
f0ee3e09-cf0e0c82,satire,satire
4d3f26b4-ff972485,no-satire,no-satire
2bbec4d6-11edb6be,no-satire,no-satire
3bee5987-93dd8066,no-satire,no-satire
48934aef-0705fdcd,no-satire,no-satire
524658e0-db11a618,no-satire,no-satire
c9ba7515-539c460a,satire,satire
ecca97a3-33b59a1a,satire,satire
1e11fc3e-36bf63ee,satire,satire
66a5aa02-94860fa7,no-satire,no-satire
44070fbf-a9b92015,satire,satire
93db0ad9-187abb3e,no-satire,no-satire
bea0256f-d56df8a5,satire,satire
a9d0a243-820ba74b,satire,satire
25afa559-30719bd0,satire,satire
7d32ba01-3d03a71b,satire,satire
235bb212-c115d09d,no-satire,no-satire
37389946-8ea07456,satire,satire
754498b4-d6a69fdd,satire,satire
d2b7d41c-1ee9aa09,no-satire,no-satire
72b95bab-275383e7,satire,satire
b45e925d-a4e619d5,no-satire,no-satire
344f3db1-3246adc0,satire,satire
d991b229-decb9a4a,satire,satire
69b28fc6-3421b639,no-satire,no-satire
1122bb75-84f68566,no-satire,no-satire
597ddf71-6d86e544,satire,satire
db43f3be-5cd3f45d,satire,satire
7fb0e557-d7cc9f69,satire,satire
aa953b8f-dd00e067,no-satire,no-satire
1fc77b78-289c76f2,no-satire,no-satire
1017181a-dcd97b50,no-satire,no-satire
342e9f07-d6c84299,no-satire,no-satire
30d7f6b7-e14a6efe,no-satire,no-satire
e8ab09d8-7b52e58f,no-satire,no-satire
7106c462-65c97532,no-satire,no-satire
d5b91cb9-ad5892fc,satire,satire
4928e494-13a8b75c,satire,satire
c58267a8-8345588d,no-satire,no-satire
60103430-74fa6989,no-satire,no-satire
03de42ea-0ccfc4b7,satire,satire
e13a0a64-8bfea99a,satire,satire
dd25567c-614dd530,satire,satire
2b664bdd-0f20b73d,no-satire,no-satire
ff0693f1-d1f04dec,satire,satire
b3723e5d-2d538326,satire,satire
c57e8c15-a213d8f3,no-satire,no-satire
e4babcf5-c74a92c8,satire,satire
b9c5e2ea-ff4da5d5,satire,satire
83e20a40-dc765720,no-satire,no-satire
611f9055-c9925af8,no-satire,no-satire
00cb3edc-501f7ebc,satire,satire
e7fa9be1-7a0beea9,no-satire,no-satire
6e6633ff-9ceeb916,satire,satire
0821f6c0-38a6240f,satire,satire
e46216d5-3a1caf92,no-satire,no-satire
ae0e8e8c-cf7ca67f,no-satire,no-satire
400e25c8-1323aaf3,satire,satire
c9d56e99-137b72d8,satire,satire
aaa9a165-481108bf,no-satire,no-satire
da8f60bd-aeeb6eeb,no-satire,no-satire
8b109993-b2ea3852,no-satire,no-satire
605c8a65-625eb216,satire,satire
9759f164-32ff8360,no-satire,no-satire
18fbfde0-e573f2e3,satire,satire
6ed2c646-d4af58e0,satire,satire
487e05cd-511db9df,no-satire,no-satire
1011aa40-d45bf124,no-satire,no-satire
5bd650eb-706a5d64,satire,satire
0f2fe6b1-1863d300,no-satire,no-satire
e053bbd3-29be0b24,no-satire,no-satire
f15221a9-9a5f4761,no-satire,no-satire
0392c099-4cea377d,no-satire,no-satire
93eab626-29539261,satire,satire
ceb48dce-c96c6638,no-satire,no-satire
a1001fec-b65321a3,no-satire,no-satire
7f7f5e84-fcdf6533,no-satire,no-satire
425ac47c-e346b49a,no-satire,no-satire
2f4de955-6b1dcbf9,satire,satire
87dd1701-2a249dbc,no-satire,no-satire
e1516f55-9dc77ba1,no-satire,no-satire
e56fffbd-5881d60e,no-satire,no-satire
d02aa04b-cadcded2,no-satire,no-satire
11a99d2a-8f8649f4,satire,satire
cdf11a0b-b659fc9a,no-satire,no-satire
90aff79d-d99a778f,no-satire,no-satire
9d7f907d-050965e1,no-satire,no-satire
c7f9669b-bcf0bf64,no-satire,no-satire
8406b132-3bb0f6a1,no-satire,no-satire
5bd1a3f2-63c21098,satire,satire
04219c65-fd521399,satire,satire
fb000902-9ac943d2,satire,satire
edf0b3f9-0ed147c1,no-satire,no-satire
ea0b4daf-9e9a9737,satire,satire
09332ddb-1dcbe068,no-satire,no-satire
3d843e5a-f67be175,no-satire,no-satire
396e0425-b46a9249,no-satire,no-satire
e32e9db6-5b877313,satire,satire
65bd250a-79c9a7d8,no-satire,no-satire
7d18d1fe-65f2d546,no-satire,no-satire
8bec9cbb-e6fdc49e,no-satire,no-satire
b9f6f6f2-ade343f4,no-satire,no-satire
40d6a697-a8d93612,no-satire,no-satire
3074d585-143324c7,no-satire,no-satire
8939a102-28c0e88f,satire,satire
4718b68a-a2c2003b,no-satire,no-satire
ca19c47c-148564aa,no-satire,no-satire
030ead8d-7471e4e1,no-satire,no-satire
e716bb14-ae7c103e,no-satire,no-satire
42822d52-815397a1,no-satire,no-satire
8cdcff32-c14d6238,no-satire,no-satire
567456fc-08706fa7,satire,satire
babf3fe0-d60fcfd3,no-satire,no-satire
41633f27-ad348fd8,satire,satire
b022cce6-feb64e09,no-satire,no-satire
b8cc4572-d442f164,no-satire,no-satire
775684dc-d659eb3a,satire,satire
cec282fe-0b1eb10a,no-satire,no-satire
fa64bafe-d60b34c6,no-satire,no-satire
e437ac32-1945932f,satire,satire
023426de-69cd5fc1,no-satire,no-satire
255d563f-e2738592,no-satire,no-satire
85786ae8-c3feefe9,no-satire,no-satire
f9462550-a3780f30,satire,satire
e1e68bc4-533b74f7,satire,satire
9516ef07-bd2d68ff,no-satire,no-satire
5f944b3f-e37557d1,no-satire,no-satire
6d59199e-bf270693,no-satire,no-satire
d1e4c288-bf92c3de,satire,satire
688130ab-f6f731e2,no-satire,no-satire
4df1ad32-fd1c8aec,satire,satire
c8d323b0-f57aee63,satire,satire
4985f6e7-566e17db,satire,satire
581c6749-7884f289,satire,satire
46506d4a-7f12eac1,no-satire,no-satire
b93e3dfc-fe97f944,satire,satire
2348bdc6-7808858e,no-satire,no-satire
8193e2a8-daa13679,no-satire,no-satire
0b981fa3-3e47ade5,no-satire,no-satire
41a9a2e2-ea4d340b,satire,satire
4da7a23e-576fe1cb,no-satire,no-satire
b75c9737-f56ca009,no-satire,no-satire
94ffe5e0-be1b6c68,no-satire,no-satire
5586918a-df2edd30,satire,satire
e0035e5b-e51d109d,no-satire,no-satire
3785b34d-4824539c,no-satire,no-satire
5c839f56-fcd0f4a5,satire,satire
5a4d3a24-85ab8b4c,satire,satire
b0b03109-bdd67fd9,satire,satire
c8ea826c-4ce37477,no-satire,no-satire
00c34f86-410ba88e,no-satire,no-satire
365f6022-dc762048,satire,satire
0b547f53-dbd1b26f,satire,satire
3e9ac8fb-4468a5a0,no-satire,no-satire
6f8493ea-299d29dc,no-satire,no-satire
184fa68a-5b5c3bd6,satire,satire
d69af70d-cb5ce739,no-satire,no-satire
c658b90d-99cb6df7,satire,satire
ba355c09-5e8a7db0,satire,satire
55a4a966-6d68b3f6,no-satire,no-satire
c0b8db1b-e8cff6f7,satire,satire
39757a5e-84d34401,no-satire,no-satire
7c08b71c-68f6d368,satire,satire
ac9f2ecb-d97a70a9,satire,satire
cfcfdf65-9303c8e6,no-satire,no-satire
53f09ad7-cc1d95ed,satire,satire
c4c6f246-556f6d14,satire,satire
6bd11cb3-eae06518,no-satire,no-satire
98a015de-b6fabdd4,no-satire,no-satire
20ae2d1f-27554457,no-satire,no-satire
bc079437-f327dba3,satire,satire
6d9f8785-3c07c72c,satire,satire
d3dc9091-8f4f5740,no-satire,no-satire
f3fd0fa2-ebd83342,no-satire,no-satire
65094402-88fd63b8,no-satire,no-satire
e42fc4b9-59e90db3,no-satire,no-satire
c6875dda-0fabd272,no-satire,no-satire
4c1db548-4d756b37,satire,satire
98b5ffaa-7d5a48e6,satire,satire
5ae03134-76c72a83,satire,satire
86d41f2e-48f1bde6,satire,satire
bd78c4e0-92d0eda6,satire,satire
560d03cf-d91f8550,no-satire,no-satire
8bd1e251-c8f6dfb8,satire,satire
06835de7-aee3cf7c,satire,satire
23ea8e98-c2d217c0,satire,satire
4f556b64-6772a6d1,satire,satire
81d840fe-e5f3b300,no-satire,no-satire
c240fde8-da706e35,no-satire,no-satire
b9063d91-4b7be75e,satire,satire
af965370-1b356680,no-satire,no-satire
b6b98132-faf80361,no-satire,no-satire
1f9539f3-8e79a0de,no-satire,no-satire
4a6415e8-7ceb85e3,no-satire,no-satire
2f5f566d-199bbbd4,no-satire,no-satire
c7bb582b-2c54f5e8,satire,satire
e7b1fd7a-27d80239,no-satire,no-satire
8b58169f-c33f87b9,satire,satire
51dda7fe-9e14c849,satire,satire
37de4d4a-eb6a9e02,no-satire,no-satire
c129990c-a0e16d15,no-satire,no-satire
a52b9696-70153342,no-satire,no-satire
0be169cb-7828736f,satire,satire
5d1b7418-8d845be2,no-satire,no-satire
6689c524-0b23c24c,satire,satire
3d834a40-84edf4bc,no-satire,no-satire
6e92e705-136d3b9e,satire,satire
48abf131-ded17441,satire,satire
8df29a68-5462c38c,satire,satire
978fafb6-8f8cbe19,no-satire,no-satire
c6714ffa-118c5d6f,no-satire,no-satire
85d40134-a50056e9,no-satire,no-satire
998addf4-b7827dd5,satire,satire
722780bd-0abf18e3,satire,satire
af2a7cd7-fa94040c,satire,satire
0d85ad25-cb5c0d22,satire,satire
b0e3ddc2-0968b9f7,no-satire,no-satire
ca75f90d-8a0bc04b,satire,satire
32a5628d-e5931fff,no-satire,no-satire
46c15675-14d95a35,satire,satire
5b5f40fe-ead5bac5,satire,satire
5a0040ea-b4fb7080,no-satire,no-satire
355152a0-e8d16203,no-satire,no-satire
1aadb899-93c8e5fd,no-satire,no-satire
367a5b51-78b2a08c,satire,satire
1d38d527-61cf6406,no-satire,no-satire
c2e69b59-4ca63bc8,satire,satire
e2fb359c-612cd3c8,no-satire,no-satire
3bc2d4ce-19107e3f,satire,satire
e8ebe55e-b4dd2c1d,satire,satire
89a55006-990d4c19,no-satire,no-satire
bede2f1c-b2ecaf19,satire,satire
97bd734f-cfcbd991,no-satire,no-satire
47a51e49-acb680c9,no-satire,no-satire
c7b0fbd6-9e2f81ef,no-satire,no-satire
2714fc66-a12076a0,no-satire,no-satire
0b0adec0-bfb15e9e,no-satire,no-satire
2f3a7d12-1f6756a7,satire,satire
11a45dc2-d67e58cf,satire,satire
9881b78f-4342a336,satire,satire
dea0a431-4df4fa01,satire,satire
2574bb16-172c2f18,no-satire,no-satire
ce10e2f0-fef58115,satire,satire
e6858a01-2c6fa976,no-satire,no-satire
d2cab1e3-aec69cb8,no-satire,no-satire
c5591c8d-290bcc6c,no-satire,no-satire
e05b5a74-7c3a623f,no-satire,no-satire
261afe9a-831e0ede,satire,satire
adbe256d-e9cd0ff8,satire,satire
27d2b4f7-4bb46292,satire,satire
9c06db93-843c26b0,no-satire,no-satire
cae060a6-92dc322e,satire,satire
be00327e-4bf93fb6,satire,satire
2d6ec0c1-37534c9d,satire,satire
9be2af97-3f97db6b,no-satire,no-satire
80ebf1b1-e60df68e,no-satire,no-satire
105093f4-189496e1,no-satire,no-satire
9c5ec632-a12e42fb,satire,satire
f962bba9-b9e5f15f,satire,satire
736301ed-a3706d0c,satire,satire
7da8c260-1e2680b3,satire,satire
9464e762-cb471507,no-satire,no-satire
cd83ffbc-cfe64c9e,no-satire,no-satire
a32d8afc-8e2216db,no-satire,no-satire
5d7dab5f-8ca472d2,satire,satire
605e1a75-28379979,no-satire,no-satire
8e9e7c28-7381de4a,satire,satire
0a2f81be-b8c903b7,satire,satire
02558f78-0d85c14e,satire,satire
5047dd39-bc61c059,no-satire,no-satire
1e60882a-a2ecbc14,satire,satire
5c3d1c30-6c0b22f0,satire,satire
5b0eb0b6-a6a45e66,no-satire,no-satire
57201945-3ed8268f,satire,satire
